Waktu Pesanan Dibuat,Jumlah,Returned Quantity,Total Pembayaran,Total Diskon,Ongkos Kirim Dibayar oleh Pembeli,Jumlah Terjual Bersih,Weekend
2024-10-29,3,0,58820,0.0,0.0,3,0.0
2024-10-30,0,0,0,0.0,0.0,0,0.0
2024-10-31,0,0,0,0.0,0.0,0,0.0
2024-11-01,1,0,35000,0.0,0.0,1,0.0
2024-11-02,11,0,608537,0.0,23000.0,11,1.0
2024-11-03,1,1,0,0.0,0.0,0,1.0
2024-11-04,1,0,169545,0.0,16000.0,1,0.0
2024-11-05,2,0,74500,0.0,0.0,2,0.0
2024-11-06,0,0,0,0.0,0.0,0,0.0
2024-11-07,0,0,0,0.0,0.0,0,0.0
2024-11-08,1,0,53196,0.0,8000.0,1,0.0
2024-11-09,0,0,0,0.0,0.0,0,0.0
2024-11-10,1,0,109776,0.0,0.0,1,1.0
2024-11-11,0,0,0,0.0,0.0,0,0.0
2024-11-12,2,0,141568,0.0,14400.0,2,0.0
2024-11-13,10,0,369131,0.0,84000.0,10,0.0
2024-11-14,1,0,35320,0.0,0.0,1,0.0
2024-11-15,0,0,0,0.0,0.0,0,0.0
2024-11-16,3,0,238151,0.0,49000.0,3,1.0
2024-11-17,2,0,305792,0.0,0.0,2,1.0
2024-11-18,1,0,36071,0.0,8000.0,1,0.0
2024-11-19,1,0,29578,0.0,0.0,1,0.0
2024-11-20,0,0,0,0.0,0.0,0,0.0
2024-11-21,1,0,36000,0.0,2000.0,1,0.0
2024-11-22,1,0,35320,0.0,0.0,1,0.0
2024-11-23,5,0,348536,0.0,40000.0,5,1.0
2024-11-24,0,0,0,0.0,0.0,0,0.0
2024-11-25,16,0,361687,12000.0,0.0,16,0.0
2024-11-26,0,0,0,0.0,0.0,0,0.0
2024-11-27,1,0,55331,0.0,0.0,1,0.0
2024-11-28,1,0,45420,0.0,8000.0,1,0.0
2024-11-29,4,0,368620,0.0,55500.0,4,0.0
2024-11-30,0,0,0,0.0,0.0,0,0.0
2024-12-01,0,0,0,0.0,0.0,0,0.0
2024-12-02,0,0,0,0.0,0.0,0,0.0
2024-12-03,0,0,0,0.0,0.0,0,0.0
2024-12-04,0,0,0,0.0,0.0,0,0.0
2024-12-05,0,0,0,0.0,0.0,0,0.0
2024-12-06,0,0,0,0.0,0.0,0,0.0
2024-12-07,0,0,0,0.0,0.0,0,0.0
2024-12-08,0,0,0,0.0,0.0,0,0.0
2024-12-09,0,0,0,0.0,0.0,0,0.0
2024-12-10,0,0,0,0.0,0.0,0,0.0
2024-12-11,0,0,0,0.0,0.0,0,0.0
2024-12-12,0,0,0,0.0,0.0,0,0.0
2024-12-13,0,0,0,0.0,0.0,0,0.0
